Dates	variable	value	upper_ci	color	type
2020-03-15	True	1	NA	Observed	solid
2020-03-16	True	1	NA	Observed	solid
2020-03-17	True	1	NA	Observed	solid
2020-03-18	True	1	NA	Observed	solid
2020-03-19	True	3	NA	Observed	solid
2020-03-20	True	3	NA	Observed	solid
2020-03-21	True	5	NA	Observed	solid
2020-03-22	True	6	NA	Observed	solid
2020-03-23	True	7	NA	Observed	solid
2020-03-24	True	8	NA	Observed	solid
2020-03-25	True	10	NA	Observed	solid
2020-03-26	True	11	NA	Observed	solid
2020-03-27	True	13	NA	Observed	solid
2020-03-28	True	19	NA	Observed	solid
2020-03-29	True	21	NA	Observed	solid
2020-03-30	True	23	NA	Observed	solid
2020-03-31	True	44	NA	Observed	solid
2020-04-01	True	111	NA	Observed	solid
2020-04-02	True	149	NA	Observed	solid
2020-04-03	True	164	NA	Observed	solid
2020-04-04	True	192	NA	Observed	solid
2020-04-05	True	256	NA	Observed	solid
2020-04-06	True	303	NA	Observed	solid
2020-04-07	True	314	NA	Observed	solid
2020-04-08	True	348	NA	Observed	solid
2020-04-09	True	363	NA	Observed	solid
2020-04-10	True	381	NA	Observed	solid
2020-04-11	True	405	NA	Observed	solid
2020-04-12	True	420	NA	Observed	solid
2020-04-13	True	439	NA	Observed	solid
2020-04-14	True	484	NA	Observed	solid
2020-04-15	True	525	NA	Observed	solid
2020-04-16	True	534	NA	Observed	solid
2020-04-17	True	572	NA	Observed	solid
2020-04-18	True	603	NA	Observed	solid
2020-04-19	True	647	NA	Observed	solid
2020-04-20	True	722	NA	Observed	solid
2020-04-21	True	757	NA	Observed	solid
2020-04-22	True	813	NA	Observed	solid
2020-04-23	True	893	NA	Observed	solid
2020-04-24	True	955	NA	Observed	solid
2020-04-25	True	1016	NA	Observed	solid
2020-04-26	True	1097	NA	Observed	solid
2020-04-27	True	1177	NA	Observed	solid
2020-04-28	True	1259	NA	Observed	solid
2020-04-29	True	1332	NA	Observed	solid
2020-04-30	True	1403	NA	Observed	solid
2020-05-01	True	1463	NA	Observed	solid
2020-05-02	True	1525	NA	Observed	solid
2020-05-03	True	1583	NA	Observed	solid
2020-05-04	True	1650	NA	Observed	solid
2020-05-05	True	1717	NA	Observed	solid
2020-05-06	True	1777	NA	Observed	solid
2020-05-07	True	1833	NA	Observed	solid
2020-05-08	True	1887	NA	Observed	solid
2020-05-09	True	1930	NA	Observed	solid
2020-05-10	True	1980	NA	Observed	solid
2020-05-11	True	2018	NA	Observed	solid
2020-05-12	True	2089	NA	Observed	solid
2020-05-13	mod_2	2340	6868	Social distancing	solid
2020-05-13	mod_3	2350	6822	No intervention	solid
2020-05-13	mod_4	2342	6871	Lockdown with moderate release	solid
2020-05-14	mod_2	2516	7688	Social distancing	solid
2020-05-14	mod_3	2597	7824	No intervention	solid
2020-05-14	mod_4	2444	7483	Lockdown with moderate release	solid
2020-05-15	mod_2	2701	8511	Social distancing	solid
2020-05-15	mod_3	2872	8912	No intervention	solid
2020-05-15	mod_4	2548	8121	Lockdown with moderate release	solid
2020-05-16	mod_2	2892	9397	Social distancing	solid
2020-05-16	mod_3	3180	10153	No intervention	solid
2020-05-16	mod_4	2651	8717	Lockdown with moderate release	solid
2020-05-17	mod_2	3096	10326	Social distancing	solid
2020-05-17	mod_3	3527	11571	No intervention	solid
2020-05-17	mod_4	2757	9317	Lockdown with moderate release	solid
2020-05-18	mod_2	3310	11315	Social distancing	solid
2020-05-18	mod_3	3920	13254	No intervention	solid
2020-05-18	mod_4	2865	9968	Lockdown with moderate release	solid
2020-05-19	mod_2	3531	12378	Social distancing	solid
2020-05-19	mod_3	4362	15178	No intervention	solid
2020-05-19	mod_4	2977	10606	Lockdown with moderate release	solid
2020-05-20	mod_2	3766	13517	Social distancing	solid
2020-05-20	mod_3	4862	17542	No intervention	solid
2020-05-20	mod_4	3088	11219	Lockdown with moderate release	solid
2020-05-21	mod_2	4016	14771	Social distancing	solid
2020-05-21	mod_3	5435	20270	No intervention	solid
2020-05-21	mod_4	3205	11936	Lockdown with moderate release	solid
